gene,cluster.1,ave_zscore_path.1,mean_trend.1,ave_zscore_cluster.1,new_name.1,new_cluster.1,cluster.4,ave_zscore_path.4,mean_trend.4,ave_zscore_cluster.4,new_name.4,new_cluster.4,cluster.3,ave_zscore_path.3,mean_trend.3,ave_zscore_cluster.3,new_name.3,new_cluster.3,cluster.2,ave_zscore_path.2,mean_trend.2,ave_zscore_cluster.2,new_name.2,new_cluster.2
SCARA3,1,0.583398468431979,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.517353395013226,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,-0.0755257460432804,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.142174530825669,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
HMBOX1,2,-0.0280608351933839,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.17671832432935,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.329897322391336,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.476571483177279,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
SARAF,5,-0.190171294449254,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.071531093622678,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.663773298644672,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.428936765736806,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
RBPMS,5,-0.0633865598248404,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.1023804223635,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.296617551670027,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.137872658885624,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
UNC5D,1,0.0530220865909988,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.0431114912447757,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,-0.0705737975796601,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.0710894838164968,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
FGFR1,5,-0.171261986878605,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.479562764414001,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.768254223137417,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.137252642582503,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
SLC20A2,5,0.104707876496835,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.317376424724558,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.432388546881077,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.184469756721237,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
HGSNAT,3,0.391316521766037,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,-0.0771559903838516,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.668059368509862,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.427072922445227,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
ADHFE1,3,-0.00209426307757857,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,0.359986155372984,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.757648472499059,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.37984640481398,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
SULF1,6,0.161483594144758,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.343582424176942,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.0787884938646631,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.296132550908082,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
GDAP1,4,-0.00367230353153525,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.427353937645913,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.386323156311015,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,-0.0481116544211786,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
CRISPLD1,1,0.231458642144386,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.240140544597245,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.166327684161895,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,-0.0999674364920777,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
ZC2HC1A,3,0.262894532149644,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,-0.0171149931265165,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.491686276895314,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.293967366396583,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
PMP2,1,0.430516630591811,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.363513428808583,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.0460581238969498,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,-0.0125303564693262,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
RALYL,5,0.0266668700746735,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.237700272526622,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.28076772471068,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.0563812567360974,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
MMP16,5,-0.314292755816781,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.200785034783569,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.413868093281084,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,0.039292602214908,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
UQCRB,5,-0.198124161271199,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.116001576377345,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.511037843670223,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.22952953186195,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
MATN2,1,0.425081642285645,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.29267722881932,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,-0.181309520739525,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.142351908807336,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
COX6C,5,-0.141137194526671,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.134519815394192,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.529774675319571,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.27310382117872,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
EIF3E,3,0.207953821165605,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,0.17245127387863,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.69826090639081,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.347941028887592,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
EXT1,6,-0.135515519079123,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.38734494501672,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.288029791737866,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.772232064463197,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
FBXO32,5,-0.394430794590375,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.0820636828683044,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.665965512191441,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.263417487017939,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
KCNQ3,3,0.532515966794573,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,-0.385772111013539,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.487135644662106,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.450789431355151,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
NDRG1,1,0.47955115563577,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.495471133659927,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,-0.0107958722036788,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.137104684292407,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
RHPN1,2,-0.166289125551381,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.440814326458525,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.398680187099165,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.701357232695111,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
PLEC,2,-0.284125458354327,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.0947874333721787,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.794425347692342,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.650284855466517,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
PUM3,3,0.22832948530937,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,-0.107655146702123,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.597320778510425,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.514021942192252,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
AK3,2,-0.354235017547199,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,-0.129367762952647,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.909291003553955,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.484119611627721,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
IL33,3,0.429953062060476,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,-0.278630025103141,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.453811451357955,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.390072160738731,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
MPDZ,2,-0.56559627794681,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.131981945263012,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.747207452765241,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.424956172613649,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
NFIB,2,-0.388304057758438,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.321873110988977,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.500160497474587,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.510513551278237,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
ZDHHC21,3,0.267946332129025,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,-0.130013290294367,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.589437452951041,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.498224399224337,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
DNAJA1,5,-0.361686301170532,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.188479205456619,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.744752498243848,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.258956843213902,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
CNTNAP3,5,0.142779528361458,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.353018543498559,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.431081192481715,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.176839691505259,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
CNTNAP3B,5,-0.0342623187715539,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.307030827652875,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.3003942410129,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,0.0406946329004756,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
FAM189A2,1,0.510018866099887,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.250665825930566,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,-0.150704894922326,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.00518428808573984,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
PTAR1,5,-0.068314398849143,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.117244007955001,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.70323104434592,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.515405933575017,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
TRPM3,4,-0.437320823516292,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.523895197661449,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.294698123541849,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,0.0996471972123724,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
TMC1,6,-0.0631419312210558,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.12448340120904,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.403152084644532,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.565868969237857,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
ALDH1A1,3,0.610718049089471,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,-0.147829260080398,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.543676477057803,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.207782199965331,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
GNA14,1,0.48912049456042,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.344206875614297,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,-0.197330223814936,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.160230815823399,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
PSAT1,5,-0.112506065686107,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.103712052632364,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.668424779133153,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.461030502149087,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
NTRK2,4,-0.348815800209304,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.490327048394636,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.511787826591847,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,0.276657859727654,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
GADD45G,4,-0.51707487383354,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.76802746094014,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.156504767036842,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,-0.217785733698955,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
NFIL3,6,0.0960440721810897,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.396822150418237,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,0.0971497138647188,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.228283399333827,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
ERCC6L2,3,0.283354600158992,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,-0.00120567956729306,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.769773461122222,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.53327628258972,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
CDC14B,1,0.483671776571286,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.350270072490144,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,-0.383671794605588,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.352048916025369,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
SLC44A1,4,-0.194582656692907,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.193994606526944,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.142737581083318,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,0.0947620032667301,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
ZNF462,6,-0.138268311161006,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.044650980213698,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.593327499312084,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.729125193257016,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
UGCG,1,0.147301403113208,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.245575462492082,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.321693058567788,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,-0.181177827737974,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
COL27A1,2,-0.281376105463058,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.0441799363091766,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.897169719339408,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.701902145822145,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
WHRN,5,-0.176411722150512,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.278840590271521,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.56800276129387,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.138896672924677,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
TNC,6,-0.131909028187591,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,0.0472838019278768,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.343219159318413,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.388603349347185,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
BRINP1,6,-0.0070517954145858,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.0531217882518956,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.311443926666883,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.362004431220592,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
CRB2,2,-0.461276769854375,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.231279393355993,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.845409436024872,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.700183379851221,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
NEK6,1,0.216291891224367,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.510417302397546,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.0944748436706712,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.251986512750969,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
GARNL3,1,0.121599964919949,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.022845867256426,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,-0.249559203662781,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.17246768242533,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
ST6GALNAC6,5,-0.417114516335985,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.0984948001636567,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.765608886495817,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.326625768984074,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
ZER1,2,-0.471557556506865,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,-0.0759813501840068,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.856861023298629,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.396172295717069,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
PHYHD1,4,-0.343630015744626,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.659669006427824,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.0867550545571383,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,-0.310807659107054,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
RXRA,2,-0.609770410945954,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.260407824686003,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.583159443683589,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.359560299855176,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
LCNL1,2,-0.202254027524295,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.158077409408692,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.363725992479676,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.356897073216355,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
PFKP,2,-0.354142250319185,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,-0.0549217905381782,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.943481460579007,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.591950722088149,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
KLF6,5,-0.228935202655037,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.142954288961324,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.664764198452675,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.328660671591254,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
PFKFB3,1,0.287806867994804,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.227430420410976,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,-0.0544404912133105,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.0590851031356348,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
FRMD4A,6,0.094747982187247,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.280092656420721,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.0735444848014771,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.278868321980689,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
VIM,5,-0.0609809219282853,-0.19488990843735,-0.19488990843735,gene set #3 (n = 192),3,5,-0.0634675557598835,-0.181454812085187,-0.181454812085187,gene set #3 (n = 192),3,5,0.332692291493552,0.571728057847932,0.571728057847932,gene set #3 (n = 192),3,5,-0.213785762673614,-0.225698237789196,-0.225698237789196,gene set #3 (n = 192),3
SLC39A12,2,-0.478388995464561,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.361802986104772,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.65092309189336,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.628044207335819,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
MALRD1,4,-0.0197501193779986,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.403940672639474,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.572552323948448,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,0.16912322201132,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
GPR158,6,-0.194423186110799,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.193720497436445,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.0990123657018822,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.439750381538894,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
ABI1,6,0.164463355268696,-0.0425365617605956,-0.0425365617605956,gene set #2 (n = 130),2,6,-0.181005272017527,-0.195962478720586,-0.195962478720586,gene set #2 (n = 130),2,6,-0.389794749783865,-0.22894903185774,-0.22894903185774,gene set #2 (n = 130),2,6,0.434295011343834,0.451761454705509,0.451761454705509,gene set #2 (n = 130),2
CCDC7,3,0.276007948237221,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,0.276465653191514,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.662760816736071,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.156987490112436,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
NRP1,1,0.805726124216837,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.447040394325718,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,-0.272177639752258,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,0.0924497939175302,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
PARD3,2,-0.771201949806267,-0.376877182352108,-0.376877182352108,gene set #6 (n = 125),6,2,0.549715843192887,0.174537378747613,0.174537378747613,gene set #6 (n = 125),6,2,0.429350421973277,0.61885774258572,0.61885774258572,gene set #6 (n = 125),6,2,-0.37482501090562,-0.487621449201309,-0.487621449201309,gene set #6 (n = 125),6
ZNF248,3,0.169449392972997,0.314163424004578,0.314163424004578,gene set #4 (n = 120),4,3,0.221080327778465,0.0462316049884328,0.0462316049884328,gene set #4 (n = 120),4,3,-0.491842160074497,-0.640088193907335,-0.640088193907335,gene set #4 (n = 120),4,3,0.127804807955918,0.335779898815192,0.335779898815192,gene set #4 (n = 120),4
RASSF4,4,-0.366398143991547,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.782304561325768,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.613835364216581,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,0.0976361607249116,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
DEPP1,1,0.516956053925819,0.342931763470146,0.342931763470146,gene set #1 (n = 135),1,1,-0.360470279776532,-0.28279541244214,-0.28279541244214,gene set #1 (n = 135),1,1,0.195273505606901,0.066746385449054,0.066746385449054,gene set #1 (n = 135),1,1,-0.227454715885951,-0.0460331914339735,-0.0460331914339735,gene set #1 (n = 135),1
FRMPD2,4,0.0674129665029946,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.280134675881272,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.433137210871463,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,0.0900403245809277,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
PHYHIPL,4,0.115641675200908,-0.185068624920097,-0.185068624920097,gene set #5 (n = 96),5,4,0.447452665047082,0.412764037994001,0.412764037994001,gene set #5 (n = 96),5,4,-0.453463996484458,-0.29677279312023,-0.29677279312023,gene set #5 (n = 96),5,4,-0.0945710852936937,0.0187596770360405,0.0187596770360405,gene set #5 (n = 96),5
